Historical Marker Id	Name of the Marker	County	Dedicated Year	Dedicated Month	Dedicated Day Date	Marker Type	Location Description	Marker Description	Status	Longitude	Latitude	Category	Category Counter	LAT/LONG Location
701	Richboro Nike Missile Battery PH-07	Bucks	2007	10	5	Roadside	At Northampton Twp. Rec. Ctr., 345 Newtown Richboro Rd. (Rt. 332), Richboro, near ball field	One of thirteen installations in the Philadelphia area that provided protection from Soviet aerial attack during the 1954–1970 period of the Cold War. The Nike system here used radar to guide Ajax anti-aircraft missiles. From the mid-1960s through the early 1970s, this missile system was replaced as technology and terms of arms control treaties evolved. The missile launch area and magazine are located near here.		-74.995	40.2192	Military	2	(40.2192, -74.995)
701	Richboro Nike Missile Battery PH-07	Bucks	2007	10	5	Roadside	At Northampton Twp. Rec. Ctr., 345 Newtown Richboro Rd. (Rt. 332), Richboro, near ball field	One of thirteen installations in the Philadelphia area that provided protection from Soviet aerial attack during the 1954–1970 period of the Cold War. The Nike system here used radar to guide Ajax anti-aircraft missiles. From the mid-1960s through the early 1970s, this missile system was replaced as technology and terms of arms control treaties evolved. The missile launch area and magazine are located near here.		-74.995	40.2192	Military Post-Civil War	3	(40.2192, -74.995)
702	Sun Shipbuilding and Dry Dock Company	Delaware	2007	10	6	Roadside	intersection of Industrial Hwy. (Rt. 291) & Harrah''s Blvd. (at Harrah's Casino & Racetrack), Chester	During WWII, Sun was the largest single shipyard in the world, with over 35,000 employees. It introduced the all-welded ship, which significantly increased ship production, and the T-2 oil tanker, which became the standard at all US shipyards. Sun built over 250 WWII tankers, 40% of those built in the world, and repaired over 1500 war-damaged ships. Established by the Pew family, it was located at this site from 1916 to 1982.		-75.3487	39.8533	Business & Industry	1	(39.8533, -75.3487)
702	Sun Shipbuilding and Dry Dock Company	Delaware	2007	10	6	Roadside	intersection of Industrial Hwy. (Rt. 291) & Harrah''s Blvd. (at Harrah's Casino & Racetrack), Chester	During WWII, Sun was the largest single shipyard in the world, with over 35,000 employees. It introduced the all-welded ship, which significantly increased ship production, and the T-2 oil tanker, which became the standard at all US shipyards. Sun built over 250 WWII tankers, 40% of those built in the world, and repaired over 1500 war-damaged ships. Established by the Pew family, it was located at this site from 1916 to 1982.		-75.3487	39.8533	Iron & Steel	2	(39.8533, -75.3487)
702	Sun Shipbuilding and Dry Dock Company	Delaware	2007	10	6	Roadside	intersection of Industrial Hwy. (Rt. 291) & Harrah''s Blvd. (at Harrah's Casino & Racetrack), Chester	During WWII, Sun was the largest single shipyard in the world, with over 35,000 employees. It introduced the all-welded ship, which significantly increased ship production, and the T-2 oil tanker, which became the standard at all US shipyards. Sun built over 250 WWII tankers, 40% of those built in the world, and repaired over 1500 war-damaged ships. Established by the Pew family, it was located at this site from 1916 to 1982.		-75.3487	39.8533	Labor	3	(39.8533, -75.3487)
702	Sun Shipbuilding and Dry Dock Company	Delaware	2007	10	6	Roadside	intersection of Industrial Hwy. (Rt. 291) & Harrah''s Blvd. (at Harrah's Casino & Racetrack), Chester	During WWII, Sun was the largest single shipyard in the world, with over 35,000 employees. It introduced the all-welded ship, which significantly increased ship production, and the T-2 oil tanker, which became the standard at all US shipyards. Sun built over 250 WWII tankers, 40% of those built in the world, and repaired over 1500 war-damaged ships. Established by the Pew family, it was located at this site from 1916 to 1982.		-75.3487	39.8533	Military	4	(39.8533, -75.3487)
702	Sun Shipbuilding and Dry Dock Company	Delaware	2007	10	6	Roadside	intersection of Industrial Hwy. (Rt. 291) & Harrah''s Blvd. (at Harrah's Casino & Racetrack), Chester	During WWII, Sun was the largest single shipyard in the world, with over 35,000 employees. It introduced the all-welded ship, which significantly increased ship production, and the T-2 oil tanker, which became the standard at all US shipyards. Sun built over 250 WWII tankers, 40% of those built in the world, and repaired over 1500 war-damaged ships. Established by the Pew family, it was located at this site from 1916 to 1982.		-75.3487	39.8533	Military Post-Civil War	5	(39.8533, -75.3487)
702	Sun Shipbuilding and Dry Dock Company	Delaware	2007	10	6	Roadside	intersection of Industrial Hwy. (Rt. 291) & Harrah''s Blvd. (at Harrah's Casino & Racetrack), Chester	During WWII, Sun was the largest single shipyard in the world, with over 35,000 employees. It introduced the all-welded ship, which significantly increased ship production, and the T-2 oil tanker, which became the standard at all US shipyards. Sun built over 250 WWII tankers, 40% of those built in the world, and repaired over 1500 war-damaged ships. Established by the Pew family, it was located at this site from 1916 to 1982.		-75.3487	39.8533	Oil & Gas	6	(39.8533, -75.3487)
703	Hotel Fauchere	Pike	2007	10	12	Roadside	Broad & Catherine Sts., Milford	First established in 1852 as a summer hotel, its restaurant received widespread recognition for innovative French cuisine under the management of Louis Fauchere, master chef at New York City's famed Delmonico's Restaurant. He introduced fine ingredients, progressive recipes, and the concept of the menu. Guests have included American presidents and Pennsylvania governors, as well as celebrated artists, writers, and performers.		-74.8012	41.3238	Buildings & Architecture	1	(41.3238, -74.8012)
708	Sullivan Expedition Against the Iroquois Indians, 1779 - Tunkhannock (PLAQUE)	Wyoming	1929			Plaque	US Bus. Rt. 6 (W Tioga St.) & Warren St., Tunkhannock	Twelve miles from Quialutimack on the march from Wyoming to Teaoga August 3, 1779  Lay on lowlands between this point and the river		-75.9486	41.5385	American Revolution	1	(41.5385, -75.9486)
703	Hotel Fauchere	Pike	2007	10	12	Roadside	Broad & Catherine Sts., Milford	First established in 1852 as a summer hotel, its restaurant received widespread recognition for innovative French cuisine under the management of Louis Fauchere, master chef at New York City's famed Delmonico's Restaurant. He introduced fine ingredients, progressive recipes, and the concept of the menu. Guests have included American presidents and Pennsylvania governors, as well as celebrated artists, writers, and performers.		-74.8012	41.3238	Inns & Taverns	3	(41.3238, -74.8012)
704	South 9th Street Curb Market	Philadelphia	2007	10	12	Roadside	NE corner of 9th & Christian Sts., Phila.	One of several curb markets established in the early 20th century to counter high prices and food shortages during WWI. The 9th St. Market has survived despite anti-immigrant sentiments and criticisms regarding sanitary conditions and traffic congestion. Neighborhood businesses offered fresh produce and a variety of ethnic specialty foods. It has evolved from a local community market to become a popular Philadelphia icon.		-75.1578	39.939	Business & Industry	1	(39.939, -75.1578)
704	South 9th Street Curb Market	Philadelphia	2007	10	12	Roadside	NE corner of 9th & Christian Sts., Phila.	One of several curb markets established in the early 20th century to counter high prices and food shortages during WWI. The 9th St. Market has survived despite anti-immigrant sentiments and criticisms regarding sanitary conditions and traffic congestion. Neighborhood businesses offered fresh produce and a variety of ethnic specialty foods. It has evolved from a local community market to become a popular Philadelphia icon.		-75.1578	39.939	Ethnic & Immigration	2	(39.939, -75.1578)
704	South 9th Street Curb Market	Philadelphia	2007	10	12	Roadside	NE corner of 9th & Christian Sts., Phila.	One of several curb markets established in the early 20th century to counter high prices and food shortages during WWI. The 9th St. Market has survived despite anti-immigrant sentiments and criticisms regarding sanitary conditions and traffic congestion. Neighborhood businesses offered fresh produce and a variety of ethnic specialty foods. It has evolved from a local community market to become a popular Philadelphia icon.		-75.1578	39.939	Roads	3	(39.939, -75.1578)
705	Lightfoot Mill (Mill at Anselma)	Chester	2007	10	13	Roadside	1730 Conestoga Rd. (Rt. 401) near Rt. 113, Chester Spgs. (NE of Downingtown)	Built c.1747 by Samuel Lightfoot, this mill provided feed and grain to the local community and exemplifies a turning point in American industrial technology.  A rare surviving example of a colonial-era custom water-powered grist mill, its horizontal counter-shaft power system remains intact. The mill remained active until the 1930s. It is maintained by a preservation trust and is a National Historic Landmark.		-75.6426	40.0826	Business & Industry	1	(40.0826, -75.6426)
705	Lightfoot Mill (Mill at Anselma)	Chester	2007	10	13	Roadside	1730 Conestoga Rd. (Rt. 401) near Rt. 113, Chester Spgs. (NE of Downingtown)	Built c.1747 by Samuel Lightfoot, this mill provided feed and grain to the local community and exemplifies a turning point in American industrial technology.  A rare surviving example of a colonial-era custom water-powered grist mill, its horizontal counter-shaft power system remains intact. The mill remained active until the 1930s. It is maintained by a preservation trust and is a National Historic Landmark.		-75.6426	40.0826	Mills	2	(40.0826, -75.6426)
706	A. Mitchell Palmer (1872-1936)	Monroe	2007	10	13	City	west entrance of courthouse at 7th & Monroe Sts., Stroudsburg	US Congressman, 1909- 1915, US Attorney General, 1919-1921, and contender for Democratic presidential nomination, 1920. As Attorney General, led “Palmer Raids” during the “Red Scare,” prosecuting those suspected of being anti-American. He practiced law in Stroudsburg.		-75.195	40.9872	Government & Politics 20th Century	1	(40.9872, -75.195)
706	A. Mitchell Palmer (1872-1936)	Monroe	2007	10	13	City	west entrance of courthouse at 7th & Monroe Sts., Stroudsburg	US Congressman, 1909- 1915, US Attorney General, 1919-1921, and contender for Democratic presidential nomination, 1920. As Attorney General, led “Palmer Raids” during the “Red Scare,” prosecuting those suspected of being anti-American. He practiced law in Stroudsburg.		-75.195	40.9872	Professions & Vocations	2	(40.9872, -75.195)
707	Paul Allman Siple (1908-1968)	Erie	2007	10	14	Roadside	At front entrance of Erie Maritime Museum, 150 E Front St., Erie	One of the world's foremost authorities on Antarctica, he was honored internationally for his work as scientist, explorer, inventor, geographer, diplomat, and author. An Eagle Scout and NIAGARA Sea Scout from Erie, Siple was selected from all US Boy Scouts to accompany R.E. Byrd on his 1928-30 Antarctic Expedition. In 1957, he led the first team ever to winter at the South Pole. Siple designed all-climate army gear and devised the Wind Chill Index.		-80.0867	42.1362	Exploration	1	(42.1362, -80.0867)
707	Paul Allman Siple (1908-1968)	Erie	2007	10	14	Roadside	At front entrance of Erie Maritime Museum, 150 E Front St., Erie	One of the world's foremost authorities on Antarctica, he was honored internationally for his work as scientist, explorer, inventor, geographer, diplomat, and author. An Eagle Scout and NIAGARA Sea Scout from Erie, Siple was selected from all US Boy Scouts to accompany R.E. Byrd on his 1928-30 Antarctic Expedition. In 1957, he led the first team ever to winter at the South Pole. Siple designed all-climate army gear and devised the Wind Chill Index.		-80.0867	42.1362	Invention	2	(42.1362, -80.0867)
707	Paul Allman Siple (1908-1968)	Erie	2007	10	14	Roadside	At front entrance of Erie Maritime Museum, 150 E Front St., Erie	One of the world's foremost authorities on Antarctica, he was honored internationally for his work as scientist, explorer, inventor, geographer, diplomat, and author. An Eagle Scout and NIAGARA Sea Scout from Erie, Siple was selected from all US Boy Scouts to accompany R.E. Byrd on his 1928-30 Antarctic Expedition. In 1957, he led the first team ever to winter at the South Pole. Siple designed all-climate army gear and devised the Wind Chill Index.		-80.0867	42.1362	Professions & Vocations	3	(42.1362, -80.0867)
708	Sullivan Expedition Against the Iroquois Indians, 1779 - Tunkhannock (PLAQUE)	Wyoming	1929			Plaque	US Bus. Rt. 6 (W Tioga St.) & Warren St., Tunkhannock	Twelve miles from Quialutimack on the march from Wyoming to Teaoga August 3, 1779  Lay on lowlands between this point and the river		-75.9486	41.5385	Military	2	(41.5385, -75.9486)
709	Charles Lockhart (1818-1905)	Venango	2007	10	26	City	222 Center St., Oil City	The largest crude oil refiner in Pittsburgh in the 1860s. Lockhart, Frew & Co. merged its seven refineries with Standard Oil in 1874. Lockhart served on the board, managing 80% of US oil refining, transport, and marketing. One of the original firm's offices was here.		-79.7072	41.4344	Oil & Gas	2	(41.4344, -79.7072)
710	Broad Street Station	Philadelphia	1999	5	18	City	NW corner, N 15th & Market Sts.	Opened here, 1881, by the Pennsylvania Railroad; enlarged 1893.  This was once the world's largest railroad passenger terminal.  Its great arched train shed burned, 1923.  The station and its long elevated stone track bed (the Chinese Wall) remained until 1952-53.		-75.1652	39.953	Buildings & Architecture	1	(39.953, -75.1652)
710	Broad Street Station	Philadelphia	1999	5	18	City	NW corner, N 15th & Market Sts.	Opened here, 1881, by the Pennsylvania Railroad; enlarged 1893.  This was once the world's largest railroad passenger terminal.  Its great arched train shed burned, 1923.  The station and its long elevated stone track bed (the Chinese Wall) remained until 1952-53.		-75.1652	39.953	Railroads	2	(39.953, -75.1652)
710	Broad Street Station	Philadelphia	1999	5	18	City	NW corner, N 15th & Market Sts.	Opened here, 1881, by the Pennsylvania Railroad; enlarged 1893.  This was once the world's largest railroad passenger terminal.  Its great arched train shed burned, 1923.  The station and its long elevated stone track bed (the Chinese Wall) remained until 1952-53.		-75.1652	39.953	Transportation	3	(39.953, -75.1652)
711	Wistar Institute of Anatomy and Biology, The	Philadelphia	2007	11	14	City	3601 Spruce St.	The nation's first independent biomedical research institution was founded in 1892 by Isaac Jones Wistar. It houses the anatomical collection of the Wistar and Horner Museum. Many critical vaccines and the albino Wistar rats used in medical research were developed here.		-75.1955	39.9509	Education	1	(39.9509, -75.1955)
711	Wistar Institute of Anatomy and Biology, The	Philadelphia	2007	11	14	City	3601 Spruce St.	The nation's first independent biomedical research institution was founded in 1892 by Isaac Jones Wistar. It houses the anatomical collection of the Wistar and Horner Museum. Many critical vaccines and the albino Wistar rats used in medical research were developed here.		-75.1955	39.9509	Invention	2	(39.9509, -75.1955)
711	Wistar Institute of Anatomy and Biology, The	Philadelphia	2007	11	14	City	3601 Spruce St.	The nation's first independent biomedical research institution was founded in 1892 by Isaac Jones Wistar. It houses the anatomical collection of the Wistar and Horner Museum. Many critical vaccines and the albino Wistar rats used in medical research were developed here.		-75.1955	39.9509	Science & Medicine	3	(39.9509, -75.1955)
712	Queonemysing Indian Town (PLAQUE)	Chester	1924	10	4	Plaque	Chadd's Ford Rd. (PA 100), ~.1 mile N of state line, and at Delaware County line (MISSING)	...was located on the other side of Brandywine Creek from here in the Great Bend Rattlesnake Trail led thence over Point Lookout to the rocks on Cristina Creek in present Wilmington.  The Chief Secetareus and his people of the Unami group - their totem-the tortoise - of the Lenni-Lenape or Delawares sold to William Penn the land between Chester Creek and Christina Creek December 19, 1683	Missing	-75.5906	39.871	Cities & Towns	1	(39.871, -75.5906)
712	Queonemysing Indian Town (PLAQUE)	Chester	1924	10	4	Plaque	Chadd's Ford Rd. (PA 100), ~.1 mile N of state line, and at Delaware County line (MISSING)	...was located on the other side of Brandywine Creek from here in the Great Bend Rattlesnake Trail led thence over Point Lookout to the rocks on Cristina Creek in present Wilmington.  The Chief Secetareus and his people of the Unami group - their totem-the tortoise - of the Lenni-Lenape or Delawares sold to William Penn the land between Chester Creek and Christina Creek December 19, 1683	Missing	-75.5906	39.871	Early Settlement	2	(39.871, -75.5906)
712	Queonemysing Indian Town (PLAQUE)	Chester	1924	10	4	Plaque	Chadd's Ford Rd. (PA 100), ~.1 mile N of state line, and at Delaware County line (MISSING)	...was located on the other side of Brandywine Creek from here in the Great Bend Rattlesnake Trail led thence over Point Lookout to the rocks on Cristina Creek in present Wilmington.  The Chief Secetareus and his people of the Unami group - their totem-the tortoise - of the Lenni-Lenape or Delawares sold to William Penn the land between Chester Creek and Christina Creek December 19, 1683	Missing	-75.5906	39.871	Native American	3	(39.871, -75.5906)
712	Queonemysing Indian Town (PLAQUE)	Chester	1924	10	4	Plaque	Chadd's Ford Rd. (PA 100), ~.1 mile N of state line, and at Delaware County line (MISSING)	...was located on the other side of Brandywine Creek from here in the Great Bend Rattlesnake Trail led thence over Point Lookout to the rocks on Cristina Creek in present Wilmington.  The Chief Secetareus and his people of the Unami group - their totem-the tortoise - of the Lenni-Lenape or Delawares sold to William Penn the land between Chester Creek and Christina Creek December 19, 1683	Missing	-75.5906	39.871	William Penn	4	(39.871, -75.5906)
713	Ann Preston, M.D. (1813-1872)	Chester	2008	3	22	Roadside	225 State Rd., West Grove	A pioneer physician and educator, in 1860 Preston founded the Woman's Hospital of Philadelphia, where she later established one of the nation's first nurses' training schools. A graduate of the Female Medical College of Pennsylvania, she became its dean in 1865, the first American woman to hold such an office. She was a Quaker dedicated to women's rights and an abolitionist involved with the Underground Railroad. Preston was born here.		-75.8127	39.8204	African American	1	(39.8204, -75.8127)
713	Ann Preston, M.D. (1813-1872)	Chester	2008	3	22	Roadside	225 State Rd., West Grove	A pioneer physician and educator, in 1860 Preston founded the Woman's Hospital of Philadelphia, where she later established one of the nation's first nurses' training schools. A graduate of the Female Medical College of Pennsylvania, she became its dean in 1865, the first American woman to hold such an office. She was a Quaker dedicated to women's rights and an abolitionist involved with the Underground Railroad. Preston was born here.		-75.8127	39.8204	Science & Medicine	2	(39.8204, -75.8127)
713	Ann Preston, M.D. (1813-1872)	Chester	2008	3	22	Roadside	225 State Rd., West Grove	A pioneer physician and educator, in 1860 Preston founded the Woman's Hospital of Philadelphia, where she later established one of the nation's first nurses' training schools. A graduate of the Female Medical College of Pennsylvania, she became its dean in 1865, the first American woman to hold such an office. She was a Quaker dedicated to women's rights and an abolitionist involved with the Underground Railroad. Preston was born here.		-75.8127	39.8204	Religion	3	(39.8204, -75.8127)
713	Ann Preston, M.D. (1813-1872)	Chester	2008	3	22	Roadside	225 State Rd., West Grove	A pioneer physician and educator, in 1860 Preston founded the Woman's Hospital of Philadelphia, where she later established one of the nation's first nurses' training schools. A graduate of the Female Medical College of Pennsylvania, she became its dean in 1865, the first American woman to hold such an office. She was a Quaker dedicated to women's rights and an abolitionist involved with the Underground Railroad. Preston was born here.		-75.8127	39.8204	Underground Railroad	4	(39.8204, -75.8127)
713	Ann Preston, M.D. (1813-1872)	Chester	2008	3	22	Roadside	225 State Rd., West Grove	A pioneer physician and educator, in 1860 Preston founded the Woman's Hospital of Philadelphia, where she later established one of the nation's first nurses' training schools. A graduate of the Female Medical College of Pennsylvania, she became its dean in 1865, the first American woman to hold such an office. She was a Quaker dedicated to women's rights and an abolitionist involved with the Underground Railroad. Preston was born here.		-75.8127	39.8204	Women	5	(39.8204, -75.8127)
714	Frederick A. C. Muhlenberg (1750-1801)	Montgomery	2008	4	12	Roadside	151 W Main St., Trappe, across from strip mall	Member, US House of Representatives from 1789-97. A Federalist, he was its first Speaker and first signer of the Bill of Rights. Ordained a Lutheran minister in 1770, he served as a pastor for nine years. He represented Pa. at the Continental Congress from 1779-80, and became Speaker of the State General Assembly from 1780-83. He presided at the State Convention to ratify the US Constitution in 1787. Muhlenberg resided here, 1781-91.		-75.4683	40.1957	Government & Politics	1	(40.1957, -75.4683)
714	Frederick A. C. Muhlenberg (1750-1801)	Montgomery	2008	4	12	Roadside	151 W Main St., Trappe, across from strip mall	Member, US House of Representatives from 1789-97. A Federalist, he was its first Speaker and first signer of the Bill of Rights. Ordained a Lutheran minister in 1770, he served as a pastor for nine years. He represented Pa. at the Continental Congress from 1779-80, and became Speaker of the State General Assembly from 1780-83. He presided at the State Convention to ratify the US Constitution in 1787. Muhlenberg resided here, 1781-91.		-75.4683	40.1957	Government & Politics 18th Century	2	(40.1957, -75.4683)
714	Frederick A. C. Muhlenberg (1750-1801)	Montgomery	2008	4	12	Roadside	151 W Main St., Trappe, across from strip mall	Member, US House of Representatives from 1789-97. A Federalist, he was its first Speaker and first signer of the Bill of Rights. Ordained a Lutheran minister in 1770, he served as a pastor for nine years. He represented Pa. at the Continental Congress from 1779-80, and became Speaker of the State General Assembly from 1780-83. He presided at the State Convention to ratify the US Constitution in 1787. Muhlenberg resided here, 1781-91.		-75.4683	40.1957	Religion	3	(40.1957, -75.4683)
715	Joshua Meeks (1731-1818)	Allegheny	2008	5	7	Roadside	along Beaver Grade Rd. at entrance to Forest Glen Condos, Moon Twp.	A militia captain during the American Revolution and civic leader in the early republic, Meeks was a petitioner to create Allegheny County in 1787. While making his living as a farmer, he took up arms to defend western Pa. during conflict and war. Meeks championed democratic ideals, promoting citizenship and patriotism by opening his home as a fort, a polling place, and a school. The Meeks house, which stood nearby, was razed in 2000.				American Revolution	1	
715	Joshua Meeks (1731-1818)	Allegheny	2008	5	7	Roadside	along Beaver Grade Rd. at entrance to Forest Glen Condos, Moon Twp.	A militia captain during the American Revolution and civic leader in the early republic, Meeks was a petitioner to create Allegheny County in 1787. While making his living as a farmer, he took up arms to defend western Pa. during conflict and war. Meeks championed democratic ideals, promoting citizenship and patriotism by opening his home as a fort, a polling place, and a school. The Meeks house, which stood nearby, was razed in 2000.				Early Settlement	2	
715	Joshua Meeks (1731-1818)	Allegheny	2008	5	7	Roadside	along Beaver Grade Rd. at entrance to Forest Glen Condos, Moon Twp.	A militia captain during the American Revolution and civic leader in the early republic, Meeks was a petitioner to create Allegheny County in 1787. While making his living as a farmer, he took up arms to defend western Pa. during conflict and war. Meeks championed democratic ideals, promoting citizenship and patriotism by opening his home as a fort, a polling place, and a school. The Meeks house, which stood nearby, was razed in 2000.				Education	3	
715	Joshua Meeks (1731-1818)	Allegheny	2008	5	7	Roadside	along Beaver Grade Rd. at entrance to Forest Glen Condos, Moon Twp.	A militia captain during the American Revolution and civic leader in the early republic, Meeks was a petitioner to create Allegheny County in 1787. While making his living as a farmer, he took up arms to defend western Pa. during conflict and war. Meeks championed democratic ideals, promoting citizenship and patriotism by opening his home as a fort, a polling place, and a school. The Meeks house, which stood nearby, was razed in 2000.				Government & Politics 18th Century	4	
715	Joshua Meeks (1731-1818)	Allegheny	2008	5	7	Roadside	along Beaver Grade Rd. at entrance to Forest Glen Condos, Moon Twp.	A militia captain during the American Revolution and civic leader in the early republic, Meeks was a petitioner to create Allegheny County in 1787. While making his living as a farmer, he took up arms to defend western Pa. during conflict and war. Meeks championed democratic ideals, promoting citizenship and patriotism by opening his home as a fort, a polling place, and a school. The Meeks house, which stood nearby, was razed in 2000.				Military	5	
716	Gifford Pinchot	Pike	1948	6	1	Roadside	US6 at I-84 interchange, NW of Milford	The noted forester, conservationist and Governor of Pennsylvania two terms in 1923-27; 1931-35, had his ancestral home at Gray Towers, Milford. Born in Connecticut, 1865 of a long line of pioneers of this region. Died on October 4, 1946.		-74.8384	41.3393	Government & Politics 20th Century	2	(41.3393, -74.8384)
716	Gifford Pinchot	Pike	1948	6	1	Roadside	US6 at I-84 interchange, NW of Milford	The noted forester, conservationist and Governor of Pennsylvania two terms in 1923-27; 1931-35, had his ancestral home at Gray Towers, Milford. Born in Connecticut, 1865 of a long line of pioneers of this region. Died on October 4, 1946.		-74.8384	41.3393	Governors	3	(41.3393, -74.8384)
717	Cyrus H. K. Curtis (1850-1933)	Montgomery	2005	11	7	Roadside	1250 W Church Rd.(SR73), Wyncote	Founder of Curtis Publishing Co., which published The Saturday Evening Post, Ladies' Home Journal and The Philadelphia Inquirer. Curtis came to Philadelphia for 1876 Centennial and remained. Lived near here at Lyndon, his home from 1891–1933. Only Curtis Hall (1903), the home’s music room, remains. The grounds, designed by landscape architect Frederick Law Olmsted, form Curtis Arboretum, later acquired by Cheltenham Township for public use.		-75.1494	40.0869	Entrepreneurs	1	(40.0869, -75.1494)
717	Cyrus H. K. Curtis (1850-1933)	Montgomery	2005	11	7	Roadside	1250 W Church Rd.(SR73), Wyncote	Founder of Curtis Publishing Co., which published The Saturday Evening Post, Ladies' Home Journal and The Philadelphia Inquirer. Curtis came to Philadelphia for 1876 Centennial and remained. Lived near here at Lyndon, his home from 1891–1933. Only Curtis Hall (1903), the home’s music room, remains. The grounds, designed by landscape architect Frederick Law Olmsted, form Curtis Arboretum, later acquired by Cheltenham Township for public use.		-75.1494	40.0869	Environment	2	(40.0869, -75.1494)
717	Cyrus H. K. Curtis (1850-1933)	Montgomery	2005	11	7	Roadside	1250 W Church Rd.(SR73), Wyncote	Founder of Curtis Publishing Co., which published The Saturday Evening Post, Ladies' Home Journal and The Philadelphia Inquirer. Curtis came to Philadelphia for 1876 Centennial and remained. Lived near here at Lyndon, his home from 1891–1933. Only Curtis Hall (1903), the home’s music room, remains. The grounds, designed by landscape architect Frederick Law Olmsted, form Curtis Arboretum, later acquired by Cheltenham Township for public use.		-75.1494	40.0869	Publishing & Journalism	3	(40.0869, -75.1494)
718	Tun Tavern	Philadelphia	2005	11	11	City	Front St., between Chestnut & Walnut, Philadelphia	Near here stood Tun Tavern, 1693-1781, which is regarded as the traditional birthplace of the United States Marine Corps, authorized by a resolution of the Continental Congress, November 10, 1775.   SEMPER FIDELIS		-75.1425	39.9472	American Revolution	1	(39.9472, -75.1425)
718	Tun Tavern	Philadelphia	2005	11	11	City	Front St., between Chestnut & Walnut, Philadelphia	Near here stood Tun Tavern, 1693-1781, which is regarded as the traditional birthplace of the United States Marine Corps, authorized by a resolution of the Continental Congress, November 10, 1775.   SEMPER FIDELIS		-75.1425	39.9472	Military	2	(39.9472, -75.1425)
718	Tun Tavern	Philadelphia	2005	11	11	City	Front St., between Chestnut & Walnut, Philadelphia	Near here stood Tun Tavern, 1693-1781, which is regarded as the traditional birthplace of the United States Marine Corps, authorized by a resolution of the Continental Congress, November 10, 1775.   SEMPER FIDELIS		-75.1425	39.9472	Inns & Taverns	3	(39.9472, -75.1425)
719	Les Brown	Schuylkill	2006	3	14	City	1944 E Grand Ave. (PA 209), @ S Terry St. intersection, Reinerton	Born in Reinerton, Les Brown enjoyed a 70-year career in American popular music, conducting his famous “Band of Renown” and helping launch the career of Doris Day with the number one hit Sentimental Journey; long-time bandleader for Bob Hope and Dean Martin.				Music & Theater	1	
719	Les Brown	Schuylkill	2006	3	14	City	1944 E Grand Ave. (PA 209), @ S Terry St. intersection, Reinerton	Born in Reinerton, Les Brown enjoyed a 70-year career in American popular music, conducting his famous “Band of Renown” and helping launch the career of Doris Day with the number one hit Sentimental Journey; long-time bandleader for Bob Hope and Dean Martin.				Performers	2	
720	Frederick Douglass (1818-1895)	Chester	2006	2	1	Roadside	West Chester Univ. campus, between Library and Main Hall, facing High St.	Champion of human freedom, African American abolitionist, newspaper editor, U.S. Colored Troops recruiter, U.S. ambassador to Haiti, and orator, Frederick Douglass gave his last public address Against Lynch Law here on February 1, 1895.  A frequent visitor to West Chester, Douglass denounced lynching and bigotry and urged freedom, justice, and equality for all Americans.  The Frederick Douglass Institute here maintains Douglass' legacy.		-75.5973	39.9524	African American	1	(39.9524, -75.5973)
720	Frederick Douglass (1818-1895)	Chester	2006	2	1	Roadside	West Chester Univ. campus, between Library and Main Hall, facing High St.	Champion of human freedom, African American abolitionist, newspaper editor, U.S. Colored Troops recruiter, U.S. ambassador to Haiti, and orator, Frederick Douglass gave his last public address Against Lynch Law here on February 1, 1895.  A frequent visitor to West Chester, Douglass denounced lynching and bigotry and urged freedom, justice, and equality for all Americans.  The Frederick Douglass Institute here maintains Douglass' legacy.		-75.5973	39.9524	Civil Rights	2	(39.9524, -75.5973)
720	Frederick Douglass (1818-1895)	Chester	2006	2	1	Roadside	West Chester Univ. campus, between Library and Main Hall, facing High St.	Champion of human freedom, African American abolitionist, newspaper editor, U.S. Colored Troops recruiter, U.S. ambassador to Haiti, and orator, Frederick Douglass gave his last public address Against Lynch Law here on February 1, 1895.  A frequent visitor to West Chester, Douglass denounced lynching and bigotry and urged freedom, justice, and equality for all Americans.  The Frederick Douglass Institute here maintains Douglass' legacy.		-75.5973	39.9524	Education	3	(39.9524, -75.5973)
720	Frederick Douglass (1818-1895)	Chester	2006	2	1	Roadside	West Chester Univ. campus, between Library and Main Hall, facing High St.	Champion of human freedom, African American abolitionist, newspaper editor, U.S. Colored Troops recruiter, U.S. ambassador to Haiti, and orator, Frederick Douglass gave his last public address Against Lynch Law here on February 1, 1895.  A frequent visitor to West Chester, Douglass denounced lynching and bigotry and urged freedom, justice, and equality for all Americans.  The Frederick Douglass Institute here maintains Douglass' legacy.		-75.5973	39.9524	Government & Politics 19th Century	4	(39.9524, -75.5973)
720	Frederick Douglass (1818-1895)	Chester	2006	2	1	Roadside	West Chester Univ. campus, between Library and Main Hall, facing High St.	Champion of human freedom, African American abolitionist, newspaper editor, U.S. Colored Troops recruiter, U.S. ambassador to Haiti, and orator, Frederick Douglass gave his last public address Against Lynch Law here on February 1, 1895.  A frequent visitor to West Chester, Douglass denounced lynching and bigotry and urged freedom, justice, and equality for all Americans.  The Frederick Douglass Institute here maintains Douglass' legacy.		-75.5973	39.9524	Military	5	(39.9524, -75.5973)
